title,overview,genres,rating
Mother's Place,"Yuna is a teenage girl who just lost her mother and stepfather in a car accident. Without giving her time to mourn for them, suddenly, the elders of the stepfather's family claim that Yuna's mother can't be buried next to him since she's not their family member. Even her sister and brother don't take issue with their decision. Yuna believes all along that they were all a family but now, it looks like they aren't. If the mother's place isn't next to her husband, where should it be?",Drama,0.0
Die Another Day,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.","Adventure, Action, Thriller",5.995
Prince Rastko of Serbia,The story of the life of a Serbian prince Rastko Nemanjić - Saint Sava.,History,1.0
Gunshot,"After a clash between a group of demonstrators and the security forces, one of the bodies of this clash is returned to the morgue with seven other bodies. The forensic doctor, Yassin Al-Manstarli, writes his medical report after examining the body and states that the victim was shot at close range, unlike the other bodies and the problems begins when this medical report leaks to the media.","Crime, Drama",7.2
Give Us Men!,"Igor Sokolov has been acting as pioneer leader for children for years in a class five grades below him. Now, in tenth grade, he decides he must enroll to try to become an actor. The children are devastated and try to change his mind. Instead of try to be an actor, he should change his mind and study in order to be a future teacher. They are aware that not them but his future students will appreciate it. With that goal in mind, they create Igor's resume and go to teacher training college to try to publicize Igor's talent as an educator. Will they achieve their goal? That's something that shouldn't be told; better you try to discover it in the film.","Family, Music",0.0
Ausser Rand und Band am Wolfgangsee,A fight between two hotels: Schwarzer Rössl vs. Weißer Rössl.,"Music, Comedy",2.0
Kaybedenler Kulübü Yolda,"Kaan and Mete, who have a holiday in Olympos with a crowded Kadiköy group, travel to Istanbul with their engines. Two people are accompanied by two unexpected guests on their journey. This journey, which they do with various plans, shows them that the journey and the relations are not as planned at all.","Comedy, Drama",5.1
Spaceballs: The Documentary,The cast and crew of Spaceballs looks back at the making of the movie.,Documentary,0.0
Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.","Adventure, Drama",7.407
Long Farewell,"After a young actress finds herself in a love triangle, she has to choose between a hapless writer and a successful playwright.","Romance, Drama",1.0
A Boy and a Girl,"In a declining small town, an idle boy encounters a heartbroken girl. Trying to escape, they devise a secret plan and set off for a one-way journey.","Family, Drama",0.0
Атыкуда,"A young, unknown artist, Ivan, goes from Moscow to St. Petersburg to audition for a new big film directed by Alexei German Jr. But suddenly, one by one, famous actors board the train, and it turns out that they are going there. This path turns into a test for Ivan and the understanding that he has no chance. Will he be able to outwit them and become the only contender?","Comedy, Drama",4.625
Because I Love,"Fighter pilot Nikolai Muravyov is experiencing a personal drama: his wife and son left for the mainland - they are tired of life beyond the Arctic Circle. Colonel Belyy, thinking that his wife will return to her husband if he serves on the mainland, sends Nikolai on a business trip. In the new unit, Muravyov meets his fellow student Yevgeni Shelest. Friends have to fly in pairs.",Drama,6.0
Extension of the Family,Not far from the military airfield there is a looted and dilapidated ancient monastery. A group of local enthusiasts and metropolitan restorers are trying to restore the destroyed monastery by all means...,Drama,0.0
"Vivat, Naval Cadets!",In the second movie the Naval Cadets are guarding the princess coming from Germany to marry a Russian prince.,"Adventure, History, TV Movie",6.0
American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Drama,8.335
Blessed Misfortune!,"A creature bearing the ominous name ""Mishap"" is hot in pursuit of an unfortunate lumberjack and eventually decides to live with him. It soon gets bored, however, and asks the lumberjack to hand it over to the rich merchant Habermoos. Habermoos manages to sell Mishap to the king, although he is being attacked by robbers. The king is bankrupt and threatened with war by other countries. Young Michael has to go to war for the king. The creature tries to secretly join him. When Michael gets hold of the situation, he manages to get rid of Mishap once and for all. After all, he has more important things to do. At the last moment, he prevents his girlfriend Kathrin from getting married to the pompous merchant Habermoos.",Family,0.0
Snake Eyes: G.I. Joe Origins,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.","Action, Adventure",6.47
